Store,Dept,Date,Weekly_Sales,Size,Type_A,Type_B,Type_C,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
1,10,5/13/2011,28848.69,151315,1,0,0,75.64,3.899,215.9640526,7.682,0
1,10,5/20/2011,28586.42,151315,1,0,0,67.63,3.907,215.7339202,7.682,0
1,10,5/27/2011,30235.6,151315,1,0,0,77.72,3.786,215.5037878,7.682,0
1,10,6/3/2011,35960.03,151315,1,0,0,83,3.699,215.2736553,7.682,0
1,10,6/10/2011,31578.41,151315,1,0,0,83.13,3.648,215.0435229,7.682,0
1,10,6/17/2011,31612.86,151315,1,0,0,86.41,3.637,214.9980596,7.682,0
1,10,6/24/2011,29831.79,151315,1,0,0,83.58,3.594,215.0910982,7.682,0
1,10,7/1/2011,29583.91,151315,1,0,0,85.55,3.524,215.1841368,7.962,0
1,10,7/8/2011,31714.81,151315,1,0,0,85.83,3.48,215.2771754,7.962,0
1,10,7/15/2011,28299.95,151315,1,0,0,88.54,3.575,215.3611087,7.962,0
1,10,7/22/2011,29459.23,151315,1,0,0,85.77,3.651,215.4222784,7.962,0
1,10,7/29/2011,30521.96,151315,1,0,0,86.83,3.682,215.4834482,7.962,0
1,10,8/5/2011,32548.48,151315,1,0,0,91.65,3.684,215.544618,7.962,0
1,10,8/12/2011,31383.62,151315,1,0,0,90.76,3.638,215.6057878,7.962,0
1,10,8/19/2011,28909.06,151315,1,0,0,89.94,3.554,215.6693107,7.962,0
1,10,8/26/2011,30630.65,151315,1,0,0,87.96,3.523,215.7332258,7.962,0
1,10,9/2/2011,30606.87,151315,1,0,0,87.83,3.533,215.7971409,7.962,0
1,10,9/9/2011,31416.52,151315,1,0,0,76,3.546,215.861056,7.962,1
1,10,9/16/2011,32147.59,151315,1,0,0,79.94,3.526,216.0410526,7.962,0
1,10,9/23/2011,27300.29,151315,1,0,0,75.8,3.467,216.3758246,7.962,0
1,10,9/30/2011,31036.88,151315,1,0,0,79.69,3.355,216.7105965,7.962,0
1,10,10/7/2011,31083.31,151315,1,0,0,69.31,3.285,217.0453684,7.866,0
1,10,10/14/2011,30888.69,151315,1,0,0,71.74,3.274,217.3552733,7.866,0
1,10,10/21/2011,28827.99,151315,1,0,0,63.71,3.353,217.5159762,7.866,0
1,10,10/28/2011,28349.42,151315,1,0,0,66.57,3.372,217.6766791,7.866,0
1,10,11/4/2011,31588.66,151315,1,0,0,54.98,3.332,217.837382,7.866,0
1,10,11/11/2011,32346.54,151315,1,0,0,59.11,3.297,217.9980849,7.866,0
1,10,11/18/2011,28013.63,151315,1,0,0,62.25,3.308,218.2205088,7.866,0
1,10,11/25/2011,30877.51,151315,1,0,0,60.14,3.236,218.4676211,7.866,1
1,10,12/2/2011,32006.18,151315,1,0,0,48.91,3.172,218.7147333,7.866,0
1,10,12/9/2011,31747.07,151315,1,0,0,43.93,3.158,218.9618456,7.866,0
1,10,12/16/2011,30816.81,151315,1,0,0,51.63,3.159,219.1794533,7.866,0
1,10,12/23/2011,30434.19,151315,1,0,0,47.96,3.112,219.3577216,7.866,0
1,10,12/30/2011,26147.46,151315,1,0,0,44.55,3.129,219.5359898,7.866,1
1,10,1/6/2012,29927.33,151315,1,0,0,49.01,3.157,219.7142581,7.348,0
1,10,1/13/2012,23995.69,151315,1,0,0,48.53,3.261,219.8925263,7.348,0
1,10,1/20/2012,25331.83,151315,1,0,0,54.11,3.268,219.9856893,7.348,0
1,10,1/27/2012,23650.22,151315,1,0,0,54.26,3.29,220.0788523,7.348,0
1,10,2/3/2012,33524.28,151315,1,0,0,56.55,3.36,220.1720153,7.348,0
1,10,2/10/2012,37764.38,151315,1,0,0,48.02,3.409,220.2651783,7.348,1
1,10,2/17/2012,40409.5,151315,1,0,0,45.32,3.51,220.4257586,7.348,0
1,10,2/24/2012,37507.44,151315,1,0,0,57.25,3.555,220.636902,7.348,0
1,10,3/2/2012,39036.14,151315,1,0,0,60.96,3.63,220.8480454,7.348,0
1,10,3/9/2012,34858.03,151315,1,0,0,58.76,3.669,221.0591887,7.348,0
1,10,3/16/2012,33405.1,151315,1,0,0,64.74,3.734,221.2118132,7.348,0
1,10,3/23/2012,33327.09,151315,1,0,0,65.93,3.787,221.2864126,7.348,0
1,10,3/30/2012,43718.05,151315,1,0,0,67.61,3.845,221.3610119,7.348,0
1,10,4/6/2012,36666.29,151315,1,0,0,70.43,3.891,221.4356112,7.143,0
1,10,4/13/2012,29709.53,151315,1,0,0,69.07,3.891,221.5102105,7.143,0
1,10,4/20/2012,30838.26,151315,1,0,0,66.76,3.877,221.5640737,7.143,0
1,10,4/27/2012,29433.27,151315,1,0,0,67.23,3.814,221.6179368,7.143,0
1,10,5/4/2012,35800.66,151315,1,0,0,75.55,3.749,221.6718,7.143,0
1,10,5/11/2012,32271.72,151315,1,0,0,73.77,3.688,221.7256632,7.143,0
1,10,5/18/2012,30339.17,151315,1,0,0,70.33,3.63,221.742674,7.143,0
1,10,5/25/2012,34203.35,151315,1,0,0,77.22,3.561,221.744944,7.143,0
1,10,6/1/2012,37294.14,151315,1,0,0,77.95,3.501,221.7472139,7.143,0
1,10,6/8/2012,36155.27,151315,1,0,0,78.3,3.452,221.7494839,7.143,0
1,10,6/15/2012,32578.62,151315,1,0,0,79.35,3.393,221.7626421,7.143,0
1,10,6/22/2012,32851.06,151315,1,0,0,78.39,3.346,221.8030211,7.143,0
1,10,6/29/2012,33135.34,151315,1,0,0,84.88,3.286,221.8434,7.143,0
1,10,7/6/2012,39189.33,151315,1,0,0,81.57,3.227,221.8837789,6.908,0
1,10,7/13/2012,31430.55,151315,1,0,0,77.12,3.256,221.9241579,6.908,0
1,10,7/20/2012,29187.22,151315,1,0,0,80.42,3.311,221.9327267,6.908,0
1,10,7/27/2012,30594.53,151315,1,0,0,82.66,3.407,221.9412954,6.908,0
1,10,8/3/2012,32794.21,151315,1,0,0,86.11,3.417,221.9498642,6.908,0
1,10,8/10/2012,33834.22,151315,1,0,0,85.05,3.494,221.9584329,6.908,0
1,10,8/17/2012,29723.55,151315,1,0,0,84.85,3.571,222.0384109,6.908,0
1,10,8/24/2012,27884.19,151315,1,0,0,77.66,3.62,222.1719457,6.908,0
1,10,8/31/2012,28490.93,151315,1,0,0,80.49,3.638,222.3054805,6.908,0
1,10,9/7/2012,30851.75,151315,1,0,0,83.96,3.73,222.4390153,6.908,1
1,10,9/14/2012,31705.09,151315,1,0,0,74.97,3.717,222.5820193,6.908,0
1,10,9/21/2012,29203.63,151315,1,0,0,69.87,3.721,222.7818386,6.908,0
1,10,9/28/2012,27205.4,151315,1,0,0,76.08,3.666,222.9816579,6.908,0
1,10,10/5/2012,27822.4,151315,1,0,0,68.55,3.617,223.1814772,6.573,0
1,10,10/12/2012,27803.78,151315,1,0,0,62.99,3.601,223.3812965,6.573,0
1,10,10/19/2012,29442.38,151315,1,0,0,67.97,3.594,223.4257233,6.573,0
1,10,10/26/2012,26285.27,151315,1,0,0,69.16,3.506,223.4442513,6.573,0
1,11,2/5/2010,24213.18,151315,1,0,0,42.31,2.572,211.0963582,8.106,0
1,11,2/12/2010,21760.75,151315,1,0,0,38.51,2.548,211.2421698,8.106,1
1,11,2/19/2010,18706.21,151315,1,0,0,39.93,2.514,211.2891429,8.106,0
1,11,2/26/2010,17306.61,151315,1,0,0,46.63,2.561,211.3196429,8.106,0
1,11,3/5/2010,19082.9,151315,1,0,0,46.5,2.625,211.3501429,8.106,0
1,11,3/12/2010,17864.32,151315,1,0,0,57.79,2.667,211.3806429,8.106,0
1,11,3/19/2010,19738.42,151315,1,0,0,54.58,2.72,211.215635,8.106,0
1,11,3/26/2010,17592.13,151315,1,0,0,51.45,2.732,211.0180424,8.106,0
1,11,4/2/2010,21762.46,151315,1,0,0,62.27,2.719,210.8204499,7.808,0
1,11,4/9/2010,22186.81,151315,1,0,0,65.86,2.77,210.6228574,7.808,0
1,11,4/16/2010,19991.95,151315,1,0,0,66.32,2.808,210.4887,7.808,0
1,11,4/23/2010,17349.9,151315,1,0,0,64.84,2.795,210.4391228,7.808,0
1,11,4/30/2010,20001.75,151315,1,0,0,67.41,2.78,210.3895456,7.808,0
1,11,5/7/2010,28928.31,151315,1,0,0,72.55,2.835,210.3399684,7.808,0
1,11,5/14/2010,23301.17,151315,1,0,0,74.78,2.854,210.3374261,7.808,0
1,11,5/21/2010,27266.41,151315,1,0,0,76.44,2.826,210.6170934,7.808,0
1,11,5/28/2010,28393.85,151315,1,0,0,80.44,2.759,210.8967606,7.808,0
1,11,6/4/2010,36263.69,151315,1,0,0,80.69,2.705,211.1764278,7.808,0
1,11,6/11/2010,26806.72,151315,1,0,0,80.43,2.668,211.4560951,7.808,0
1,11,6/18/2010,34807.01,151315,1,0,0,84.11,2.637,211.4537719,7.808,0
1,11,6/25/2010,39460.59,151315,1,0,0,84.34,2.653,211.3386526,7.808,0
1,11,7/2/2010,26880.74,151315,1,0,0,80.91,2.669,211.2235333,7.787,0
1,11,7/9/2010,27604.86,151315,1,0,0,80.48,2.642,211.108414,7.787,0
1,11,7/16/2010,27781.28,151315,1,0,0,83.15,2.623,211.1003854,7.787,0
1,11,7/23/2010,28115.79,151315,1,0,0,83.36,2.608,211.2351443,7.787,0
1,11,7/30/2010,26789.66,151315,1,0,0,81.84,2.64,211.3699032,7.787,0
1,11,8/6/2010,37289.02,151315,1,0,0,87.16,2.627,211.5046621,7.787,0
1,11,8/13/2010,30250.16,151315,1,0,0,87,2.692,211.6394211,7.787,0
1,11,8/20/2010,31789.86,151315,1,0,0,86.65,2.664,211.6033633,7.787,0
1,11,8/27/2010,21282.09,151315,1,0,0,85.22,2.619,211.5673056,7.787,0
1,11,9/3/2010,17303.3,151315,1,0,0,81.21,2.577,211.5312479,7.787,0
1,11,9/10/2010,16107.93,151315,1,0,0,78.69,2.565,211.4951902,7.787,1
1,11,9/17/2010,16553.48,151315,1,0,0,82.11,2.582,211.5224596,7.787,0
1,11,9/24/2010,16215.81,151315,1,0,0,80.94,2.624,211.5972246,7.787,0
1,11,10/1/2010,16227.08,151315,1,0,0,71.89,2.603,211.6719895,7.838,0
1,11,10/8/2010,19605.53,151315,1,0,0,63.93,2.633,211.7467544,7.838,0
1,11,10/15/2010,17361.19,151315,1,0,0,67.18,2.72,211.8137436,7.838,0
1,11,10/22/2010,16165.56,151315,1,0,0,69.86,2.725,211.8612937,7.838,0
1,11,10/29/2010,18038.28,151315,1,0,0,69.64,2.716,211.9088438,7.838,0
1,11,11/5/2010,25063.26,151315,1,0,0,58.74,2.689,211.9563939,7.838,0
1,11,11/12/2010,21880.47,151315,1,0,0,59.61,2.728,212.003944,7.838,0
1,11,11/19/2010,23243.67,151315,1,0,0,51.41,2.771,211.8896737,7.838,0
1,11,11/26/2010,30865.64,151315,1,0,0,64.52,2.735,211.7484333,7.838,1
1,11,12/3/2010,29564.78,151315,1,0,0,49.27,2.708,211.607193,7.838,0
1,11,12/10/2010,27581.07,151315,1,0,0,46.33,2.843,211.4659526,7.838,0
1,11,12/17/2010,28597.5,151315,1,0,0,49.84,2.869,211.4053124,7.838,0
1,11,12/24/2010,32696.55,151315,1,0,0,52.33,2.886,211.4051222,7.838,0
1,11,12/31/2010,22443.1,151315,1,0,0,48.43,2.943,211.4049321,7.838,1
1,11,1/7/2011,22496.85,151315,1,0,0,48.27,2.976,211.4047419,7.742,0
1,11,1/14/2011,33958.52,151315,1,0,0,35.4,2.983,211.4574109,7.742,0
1,11,1/21/2011,20886.48,151315,1,0,0,44.04,3.016,211.8272343,7.742,0
1,11,1/28/2011,20041.24,151315,1,0,0,43.83,3.01,212.1970577,7.742,0
1,11,2/4/2011,24741.6,151315,1,0,0,42.27,2.989,212.5668812,7.742,0
1,11,2/11/2011,17711.78,151315,1,0,0,36.39,3.022,212.9367046,7.742,1
1,11,2/18/2011,18671.75,151315,1,0,0,57.36,3.045,213.2478853,7.742,0
1,11,2/25/2011,19421.42,151315,1,0,0,62.9,3.065,213.535609,7.742,0
1,11,3/4/2011,20777.31,151315,1,0,0,59.58,3.288,213.8233327,7.742,0
1,11,3/11/2011,18717.53,151315,1,0,0,53.56,3.459,214.1110564,7.742,0
1,11,3/18/2011,21683.76,151315,1,0,0,62.76,3.488,214.3627114,7.742,0
1,11,3/25/2011,26730.15,151315,1,0,0,69.97,3.473,214.5999389,7.742,0
1,11,4/1/2011,22642.55,151315,1,0,0,59.17,3.524,214.8371664,7.682,0
1,11,4/8/2011,24591.84,151315,1,0,0,67.84,3.622,215.0743939,7.682,0
1,11,4/15/2011,25526.24,151315,1,0,0,71.27,3.743,215.2918561,7.682,0
1,11,4/22/2011,25703.25,151315,1,0,0,72.99,3.807,215.4599053,7.682,0
1,11,4/29/2011,24975.38,151315,1,0,0,72.03,3.81,215.6279544,7.682,0
1,11,5/6/2011,23607.73,151315,1,0,0,64.61,3.906,215.7960035,7.682,0
1,11,5/13/2011,25332.93,151315,1,0,0,75.64,3.899,215.9640526,7.682,0
1,11,5/20/2011,19511.5,151315,1,0,0,67.63,3.907,215.7339202,7.682,0
1,11,5/27/2011,27201.64,151315,1,0,0,77.72,3.786,215.5037878,7.682,0
1,11,6/3/2011,38594.85,151315,1,0,0,83,3.699,215.2736553,7.682,0
1,11,6/10/2011,41413.29,151315,1,0,0,83.13,3.648,215.0435229,7.682,0
1,11,6/17/2011,35902.81,151315,1,0,0,86.41,3.637,214.9980596,7.682,0
1,11,6/24/2011,35028.61,151315,1,0,0,83.58,3.594,215.0910982,7.682,0
1,11,7/1/2011,33808.27,151315,1,0,0,85.55,3.524,215.1841368,7.962,0
1,11,7/8/2011,31642.79,151315,1,0,0,85.83,3.48,215.2771754,7.962,0
1,11,7/15/2011,37603.73,151315,1,0,0,88.54,3.575,215.3611087,7.962,0
1,11,7/22/2011,33734.44,151315,1,0,0,85.77,3.651,215.4222784,7.962,0
1,11,7/29/2011,31884.24,151315,1,0,0,86.83,3.682,215.4834482,7.962,0
1,11,8/5/2011,33020.31,151315,1,0,0,91.65,3.684,215.544618,7.962,0
1,11,8/12/2011,23696.66,151315,1,0,0,90.76,3.638,215.6057878,7.962,0
1,11,8/19/2011,18661.68,151315,1,0,0,89.94,3.554,215.6693107,7.962,0
1,11,8/26/2011,19767.53,151315,1,0,0,87.96,3.523,215.7332258,7.962,0
1,11,9/2/2011,20626.08,151315,1,0,0,87.83,3.533,215.7971409,7.962,0
1,11,9/9/2011,20208.4,151315,1,0,0,76,3.546,215.861056,7.962,1
1,11,9/16/2011,19000.25,151315,1,0,0,79.94,3.526,216.0410526,7.962,0
1,11,9/23/2011,17228.02,151315,1,0,0,75.8,3.467,216.3758246,7.962,0
1,11,9/30/2011,18094.24,151315,1,0,0,79.69,3.355,216.7105965,7.962,0
1,11,10/7/2011,21646.32,151315,1,0,0,69.31,3.285,217.0453684,7.866,0
1,11,10/14/2011,19513.63,151315,1,0,0,71.74,3.274,217.3552733,7.866,0
1,11,10/21/2011,22029.81,151315,1,0,0,63.71,3.353,217.5159762,7.866,0
1,11,10/28/2011,20051.11,151315,1,0,0,66.57,3.372,217.6766791,7.866,0
1,11,11/4/2011,27469.93,151315,1,0,0,54.98,3.332,217.837382,7.866,0
1,11,11/11/2011,23541.72,151315,1,0,0,59.11,3.297,217.9980849,7.866,0
1,11,11/18/2011,21412.74,151315,1,0,0,62.25,3.308,218.2205088,7.866,0
1,11,11/25/2011,28315.7,151315,1,0,0,60.14,3.236,218.4676211,7.866,1
1,11,12/2/2011,33129.25,151315,1,0,0,48.91,3.172,218.7147333,7.866,0
1,11,12/9/2011,38807.31,151315,1,0,0,43.93,3.158,218.9618456,7.866,0
1,11,12/16/2011,27918.08,151315,1,0,0,51.63,3.159,219.1794533,7.866,0
1,11,12/23/2011,31435.36,151315,1,0,0,47.96,3.112,219.3577216,7.866,0
1,11,12/30/2011,24030.39,151315,1,0,0,44.55,3.129,219.5359898,7.866,1
1,11,1/6/2012,25666.34,151315,1,0,0,49.01,3.157,219.7142581,7.348,0
1,11,1/13/2012,24493.4,151315,1,0,0,48.53,3.261,219.8925263,7.348,0
1,11,1/20/2012,20707.62,151315,1,0,0,54.11,3.268,219.9856893,7.348,0
1,11,1/27/2012,17860.35,151315,1,0,0,54.26,3.29,220.0788523,7.348,0
1,11,2/3/2012,22429.17,151315,1,0,0,56.55,3.36,220.1720153,7.348,0
1,11,2/10/2012,25933.04,151315,1,0,0,48.02,3.409,220.2651783,7.348,1
1,11,2/17/2012,26269.87,151315,1,0,0,45.32,3.51,220.4257586,7.348,0
1,11,2/24/2012,21750.64,151315,1,0,0,57.25,3.555,220.636902,7.348,0
1,11,3/2/2012,23286.46,151315,1,0,0,60.96,3.63,220.8480454,7.348,0
1,11,3/9/2012,23169.16,151315,1,0,0,58.76,3.669,221.0591887,7.348,0
1,11,3/16/2012,24841.76,151315,1,0,0,64.74,3.734,221.2118132,7.348,0
1,11,3/23/2012,24350.67,151315,1,0,0,65.93,3.787,221.2864126,7.348,0
1,11,3/30/2012,25231.25,151315,1,0,0,67.61,3.845,221.3610119,7.348,0
1,11,4/6/2012,28971.93,151315,1,0,0,70.43,3.891,221.4356112,7.143,0
1,11,4/13/2012,21874.45,151315,1,0,0,69.07,3.891,221.5102105,7.143,0
1,11,4/20/2012,21787.83,151315,1,0,0,66.76,3.877,221.5640737,7.143,0
1,11,4/27/2012,20710.01,151315,1,0,0,67.23,3.814,221.6179368,7.143,0
1,11,5/4/2012,31670.38,151315,1,0,0,75.55,3.749,221.6718,7.143,0
1,11,5/11/2012,28842.32,151315,1,0,0,73.77,3.688,221.7256632,7.143,0
1,11,5/18/2012,23346.03,151315,1,0,0,70.33,3.63,221.742674,7.143,0
1,11,5/25/2012,26925.54,151315,1,0,0,77.22,3.561,221.744944,7.143,0
1,11,6/1/2012,32406.68,151315,1,0,0,77.95,3.501,221.7472139,7.143,0
1,11,6/8/2012,35861.22,151315,1,0,0,78.3,3.452,221.7494839,7.143,0
1,11,6/15/2012,27802.84,151315,1,0,0,79.35,3.393,221.7626421,7.143,0
1,11,6/22/2012,26407.67,151315,1,0,0,78.39,3.346,221.8030211,7.143,0
1,11,6/29/2012,44553.45,151315,1,0,0,84.88,3.286,221.8434,7.143,0
1,11,7/6/2012,36266.25,151315,1,0,0,81.57,3.227,221.8837789,6.908,0
1,11,7/13/2012,25922.59,151315,1,0,0,77.12,3.256,221.9241579,6.908,0
1,11,7/20/2012,26026.46,151315,1,0,0,80.42,3.311,221.9327267,6.908,0
1,11,7/27/2012,33443.23,151315,1,0,0,82.66,3.407,221.9412954,6.908,0
1,11,8/3/2012,27759.99,151315,1,0,0,86.11,3.417,221.9498642,6.908,0
1,11,8/10/2012,24145.93,151315,1,0,0,85.05,3.494,221.9584329,6.908,0
1,11,8/17/2012,20281.68,151315,1,0,0,84.85,3.571,222.0384109,6.908,0
1,11,8/24/2012,20462.68,151315,1,0,0,77.66,3.62,222.1719457,6.908,0
1,11,8/31/2012,21103.42,151315,1,0,0,80.49,3.638,222.3054805,6.908,0
1,11,9/7/2012,23338.99,151315,1,0,0,83.96,3.73,222.4390153,6.908,1
1,11,9/14/2012,17027.47,151315,1,0,0,74.97,3.717,222.5820193,6.908,0
1,11,9/21/2012,18161.43,151315,1,0,0,69.87,3.721,222.7818386,6.908,0
1,11,9/28/2012,17242.78,151315,1,0,0,76.08,3.666,222.9816579,6.908,0
1,11,10/5/2012,22374.18,151315,1,0,0,68.55,3.617,223.1814772,6.573,0
1,11,10/12/2012,21857.09,151315,1,0,0,62.99,3.601,223.3812965,6.573,0
1,11,10/19/2012,18259.82,151315,1,0,0,67.97,3.594,223.4257233,6.573,0
1,11,10/26/2012,22399.83,151315,1,0,0,69.16,3.506,223.4442513,6.573,0
1,12,2/5/2010,8449.54,151315,1,0,0,42.31,2.572,211.0963582,8.106,0
1,12,2/12/2010,8654.07,151315,1,0,0,38.51,2.548,211.2421698,8.106,1
1,12,2/19/2010,9165.98,151315,1,0,0,39.93,2.514,211.2891429,8.106,0
1,12,2/26/2010,9015.37,151315,1,0,0,46.63,2.561,211.3196429,8.106,0
1,12,3/5/2010,10239.06,151315,1,0,0,46.5,2.625,211.3501429,8.106,0
1,12,3/12/2010,12386.15,151315,1,0,0,57.79,2.667,211.3806429,8.106,0
1,12,3/19/2010,12917.55,151315,1,0,0,54.58,2.72,211.215635,8.106,0
1,12,3/26/2010,11865.53,151315,1,0,0,51.45,2.732,211.0180424,8.106,0
1,12,4/2/2010,12033.5,151315,1,0,0,62.27,2.719,210.8204499,7.808,0
1,12,4/9/2010,10109,151315,1,0,0,65.86,2.77,210.6228574,7.808,0
1,12,4/16/2010,11187.99,151315,1,0,0,66.32,2.808,210.4887,7.808,0
1,12,4/23/2010,11556.42,151315,1,0,0,64.84,2.795,210.4391228,7.808,0
1,12,4/30/2010,10651.84,151315,1,0,0,67.41,2.78,210.3895456,7.808,0
1,12,5/7/2010,12761.39,151315,1,0,0,72.55,2.835,210.3399684,7.808,0
1,12,5/14/2010,9540.54,151315,1,0,0,74.78,2.854,210.3374261,7.808,0
1,12,5/21/2010,12235.62,151315,1,0,0,76.44,2.826,210.6170934,7.808,0
1,12,5/28/2010,11876.34,151315,1,0,0,80.44,2.759,210.8967606,7.808,0
1,12,6/4/2010,13358.92,151315,1,0,0,80.69,2.705,211.1764278,7.808,0
1,12,6/11/2010,10889.4,151315,1,0,0,80.43,2.668,211.4560951,7.808,0
1,12,6/18/2010,11629.41,151315,1,0,0,84.11,2.637,211.4537719,7.808,0
1,12,6/25/2010,10562.29,151315,1,0,0,84.34,2.653,211.3386526,7.808,0
1,12,7/2/2010,10720.79,151315,1,0,0,80.91,2.669,211.2235333,7.787,0
1,12,7/9/2010,11287.52,151315,1,0,0,80.48,2.642,211.108414,7.787,0
1,12,7/16/2010,10239.51,151315,1,0,0,83.15,2.623,211.1003854,7.787,0
1,12,7/23/2010,11743.8,151315,1,0,0,83.36,2.608,211.2351443,7.787,0
1,12,7/30/2010,11634.37,151315,1,0,0,81.84,2.64,211.3699032,7.787,0
1,12,8/6/2010,12887.52,151315,1,0,0,87.16,2.627,211.5046621,7.787,0
1,12,8/13/2010,13294,151315,1,0,0,87,2.692,211.6394211,7.787,0
1,12,8/20/2010,10119.6,151315,1,0,0,86.65,2.664,211.6033633,7.787,0
1,12,8/27/2010,9844.07,151315,1,0,0,85.22,2.619,211.5673056,7.787,0
1,12,9/3/2010,11239.43,151315,1,0,0,81.21,2.577,211.5312479,7.787,0
1,12,9/10/2010,10724.56,151315,1,0,0,78.69,2.565,211.4951902,7.787,1
1,12,9/17/2010,9974.03,151315,1,0,0,82.11,2.582,211.5224596,7.787,0
1,12,9/24/2010,9705.47,151315,1,0,0,80.94,2.624,211.5972246,7.787,0
1,12,10/1/2010,9759.85,151315,1,0,0,71.89,2.603,211.6719895,7.838,0
1,12,10/8/2010,11883.66,151315,1,0,0,63.93,2.633,211.7467544,7.838,0
1,12,10/15/2010,11031.93,151315,1,0,0,67.18,2.72,211.8137436,7.838,0
1,12,10/22/2010,11604.42,151315,1,0,0,69.86,2.725,211.8612937,7.838,0
1,12,10/29/2010,9128.2,151315,1,0,0,69.64,2.716,211.9088438,7.838,0
1,12,11/5/2010,9345.99,151315,1,0,0,58.74,2.689,211.9563939,7.838,0
1,12,11/12/2010,11313.89,151315,1,0,0,59.61,2.728,212.003944,7.838,0
1,12,11/19/2010,7984.58,151315,1,0,0,51.41,2.771,211.8896737,7.838,0
1,12,11/26/2010,9619.81,151315,1,0,0,64.52,2.735,211.7484333,7.838,1
1,12,12/3/2010,7943.22,151315,1,0,0,49.27,2.708,211.607193,7.838,0
1,12,12/10/2010,7204.15,151315,1,0,0,46.33,2.843,211.4659526,7.838,0
1,12,12/17/2010,7231.92,151315,1,0,0,49.84,2.869,211.4053124,7.838,0
1,12,12/24/2010,7324.7,151315,1,0,0,52.33,2.886,211.4051222,7.838,0
1,12,12/31/2010,6912.95,151315,1,0,0,48.43,2.943,211.4049321,7.838,1
1,12,1/7/2011,8022.82,151315,1,0,0,48.27,2.976,211.4047419,7.742,0
1,12,1/14/2011,6639.08,151315,1,0,0,35.4,2.983,211.4574109,7.742,0
1,12,1/21/2011,6605.12,151315,1,0,0,44.04,3.016,211.8272343,7.742,0
1,12,1/28/2011,7786.87,151315,1,0,0,43.83,3.01,212.1970577,7.742,0
1,12,2/4/2011,8254.27,151315,1,0,0,42.27,2.989,212.5668812,7.742,0
1,12,2/11/2011,7642.11,151315,1,0,0,36.39,3.022,212.9367046,7.742,1
1,12,2/18/2011,11484.78,151315,1,0,0,57.36,3.045,213.2478853,7.742,0
1,12,2/25/2011,10804.61,151315,1,0,0,62.9,3.065,213.535609,7.742,0
1,12,3/4/2011,12618.52,151315,1,0,0,59.58,3.288,213.8233327,7.742,0
1,12,3/11/2011,11762.08,151315,1,0,0,53.56,3.459,214.1110564,7.742,0
1,12,3/18/2011,15560.17,151315,1,0,0,62.76,3.488,214.3627114,7.742,0
1,12,3/25/2011,12222.77,151315,1,0,0,69.97,3.473,214.5999389,7.742,0
1,12,4/1/2011,11871.94,151315,1,0,0,59.17,3.524,214.8371664,7.682,0
1,12,4/8/2011,12543.92,151315,1,0,0,67.84,3.622,215.0743939,7.682,0
1,12,4/15/2011,12822.2,151315,1,0,0,71.27,3.743,215.2918561,7.682,0
1,12,4/22/2011,13447.09,151315,1,0,0,72.99,3.807,215.4599053,7.682,0
1,12,4/29/2011,9874.94,151315,1,0,0,72.03,3.81,215.6279544,7.682,0
1,12,5/6/2011,11747.79,151315,1,0,0,64.61,3.906,215.7960035,7.682,0
1,12,5/13/2011,12272.92,151315,1,0,0,75.64,3.899,215.9640526,7.682,0
1,12,5/20/2011,14387.22,151315,1,0,0,67.63,3.907,215.7339202,7.682,0
1,12,5/27/2011,11961.81,151315,1,0,0,77.72,3.786,215.5037878,7.682,0
1,12,6/3/2011,13346.63,151315,1,0,0,83,3.699,215.2736553,7.682,0
1,12,6/10/2011,12643.1,151315,1,0,0,83.13,3.648,215.0435229,7.682,0
1,12,6/17/2011,10327.88,151315,1,0,0,86.41,3.637,214.9980596,7.682,0
1,12,6/24/2011,10438.17,151315,1,0,0,83.58,3.594,215.0910982,7.682,0
1,12,7/1/2011,11414.72,151315,1,0,0,85.55,3.524,215.1841368,7.962,0
1,12,7/8/2011,12384.1,151315,1,0,0,85.83,3.48,215.2771754,7.962,0
1,12,7/15/2011,10046,151315,1,0,0,88.54,3.575,215.3611087,7.962,0
1,12,7/22/2011,11455.24,151315,1,0,0,85.77,3.651,215.4222784,7.962,0
1,12,7/29/2011,11641.86,151315,1,0,0,86.83,3.682,215.4834482,7.962,0
1,12,8/5/2011,10145.97,151315,1,0,0,91.65,3.684,215.544618,7.962,0
1,12,8/12/2011,11581.03,151315,1,0,0,90.76,3.638,215.6057878,7.962,0
1,12,8/19/2011,10094.04,151315,1,0,0,89.94,3.554,215.6693107,7.962,0
1,12,8/26/2011,8594.52,151315,1,0,0,87.96,3.523,215.7332258,7.962,0
1,12,9/2/2011,10325.4,151315,1,0,0,87.83,3.533,215.7971409,7.962,0
1,12,9/9/2011,10927.54,151315,1,0,0,76,3.546,215.861056,7.962,1
1,12,9/16/2011,10392.19,151315,1,0,0,79.94,3.526,216.0410526,7.962,0
1,12,9/23/2011,9501.54,151315,1,0,0,75.8,3.467,216.3758246,7.962,0
1,12,9/30/2011,7457.24,151315,1,0,0,79.69,3.355,216.7105965,7.962,0
1,12,10/7/2011,11240.29,151315,1,0,0,69.31,3.285,217.0453684,7.866,0
1,12,10/14/2011,12223.55,151315,1,0,0,71.74,3.274,217.3552733,7.866,0
1,12,10/21/2011,11380.28,151315,1,0,0,63.71,3.353,217.5159762,7.866,0
